scenario,AuctionID,BidderID,Quality,Valuation,Bid,Price,Win,Overbid
1,35,1,93.55,83.35,83.35,0.0,0,0.0
1,35,2,93.55,88.67,88.67,0.0,0,0.0
1,35,3,93.55,97.47,97.47,88.67,1,3.92
1,35,4,93.55,75.83,75.83,0.0,0,0.0
1,36,1,19.04,27.75,27.75,25.12,1,8.71
1,36,2,19.04,25.12,25.12,0.0,0,0.0
1,36,3,19.04,9.09,9.09,0.0,0,0.0
1,36,4,19.04,24.22,24.22,0.0,0,0.0
1,37,1,72.91,59.57,59.57,0.0,0,0.0
1,37,2,72.91,47.39,47.39,0.0,0,0.0
1,37,3,72.91,81.18,81.18,78.79,1,8.27
1,37,4,72.91,78.79,78.79,0.0,0,0.0
1,38,1,33.93,38.81,38.81,0.0,0,0.0
1,38,2,33.93,28.15,28.15,0.0,0,0.0
1,38,3,33.93,37.93,37.93,0.0,0,0.0
1,38,4,33.93,44.08,44.08,38.81,1,10.15
1,39,1,42.19,40.84,40.84,0.0,0,0.0
1,39,2,42.19,49.65,49.65,0.0,0,0.0
1,39,3,42.19,51.78,51.78,49.65,1,9.59
1,39,4,42.19,37.17,37.17,0.0,0,0.0
1,40,1,86.13,83.07,83.07,0.0,0,0.0
1,40,2,86.13,85.13,85.13,0.0,0,0.0
1,40,3,86.13,105.15,105.15,86.05,1,19.02
1,40,4,86.13,86.05,86.05,0.0,0,0.0
1,41,1,96.9,114.29,114.29,106.87,1,17.39
1,41,2,96.9,88.23,88.23,0.0,0,0.0
1,41,3,96.9,102.69,102.69,0.0,0,0.0
1,41,4,96.9,106.87,106.87,0.0,0,0.0
1,42,1,21.37,18.55,18.55,0.0,0,0.0
1,42,2,21.37,23.4,23.4,0.0,0,0.0
1,42,3,21.37,0.32,0.32,0.0,0,0.0
1,42,4,21.37,41.4,41.4,23.4,1,20.03
1,43,1,26.52,28.86,28.86,0.0,0,0.0
1,43,2,26.52,15.75,15.75,0.0,0,0.0
1,43,3,26.52,4.29,4.29,0.0,0,0.0
1,43,4,26.52,38.2,38.2,28.86,1,11.68
1,44,1,99.54,84.59,84.59,0.0,0,0.0
1,44,2,99.54,94.08,94.08,0.0,0,0.0
1,44,3,99.54,104.27,104.27,0.0,0,0.0
1,44,4,99.54,106.48,106.48,104.27,1,6.94
1,45,1,96.87,85.89,85.89,0.0,0,0.0
1,45,2,96.87,90.91,90.91,0.0,0,0.0
1,45,3,96.87,96.83,96.83,93.44,1,0.0
1,45,4,96.87,93.44,93.44,0.0,0,0.0
1,46,1,58.42,38.85,38.85,0.0,0,0.0
1,46,2,58.42,58.07,58.07,0.0,0,0.0
1,46,3,58.42,72.4,72.4,0.0,0,0.0
1,46,4,58.42,79.68,79.68,72.4,1,21.26
1,47,1,8.01,13.29,13.29,0.0,0,0.0
1,47,2,8.01,20.38,20.38,13.29,1,12.37
1,47,3,8.01,4.7,4.7,0.0,0,0.0
1,47,4,8.01,1.48,1.48,0.0,0,0.0
1,48,1,11.99,17.79,17.79,7.21,1,5.8
1,48,2,11.99,7.21,7.21,0.0,0,0.0
1,48,3,11.99,0.47,0.47,0.0,0,0.0
1,48,4,11.99,4.21,4.21,0.0,0,0.0
1,49,1,41.92,31.4,31.4,0.0,0,0.0
1,49,2,41.92,35.82,35.82,0.0,0,0.0
1,49,3,41.92,48.12,48.12,39.23,1,6.2
1,49,4,41.92,39.23,39.23,0.0,0,0.0
1,50,1,71.62,72.33,72.33,0.0,0,0.0
1,50,2,71.62,81.63,81.63,72.33,1,10.01
1,50,3,71.62,67.63,67.63,0.0,0,0.0
1,50,4,71.62,64.18,64.18,0.0,0,0.0
1,51,1,31.62,31.66,31.66,0.0,0,0.0
1,51,2,31.62,27.74,27.74,0.0,0,0.0
1,51,3,31.62,0.0,0.0,0.0,0,0.0
1,51,4,31.62,40.94,40.94,31.66,1,9.32
1,52,1,99.61,105.81,105.81,0.0,0,0.0
1,52,2,99.61,102.69,102.69,0.0,0,0.0
1,52,3,99.61,97.39,97.39,0.0,0,0.0
1,52,4,99.61,122.77,122.77,105.81,1,23.16
1,53,1,88.09,95.06,95.06,0.0,0,0.0
1,53,2,88.09,81.48,81.48,0.0,0,0.0
1,53,3,88.09,98.46,98.46,0.0,0,0.0
1,53,4,88.09,103.94,103.94,98.46,1,15.85
1,54,1,70.35,47.8,47.8,0.0,0,0.0
1,54,2,70.35,51.29,51.29,0.0,0,0.0
1,54,3,70.35,69.64,69.64,69.32,1,0.0
1,54,4,70.35,69.32,69.32,0.0,0,0.0
1,55,1,81.71,77.21,77.21,0.0,0,0.0
1,55,2,81.71,95.76,95.76,86.69,1,14.05
1,55,3,81.71,86.69,86.69,0.0,0,0.0
1,55,4,81.71,79.7,79.7,0.0,0,0.0
1,56,1,11.54,21.47,21.47,0.0,0,0.0
1,56,2,11.54,19.45,19.45,0.0,0,0.0
1,56,3,11.54,9.64,9.64,0.0,0,0.0
1,56,4,11.54,25.04,25.04,21.47,1,13.5
1,57,1,71.76,75.84,75.84,0.0,0,0.0
1,57,2,71.76,85.35,85.35,83.3,1,13.59
1,57,3,71.76,70.75,70.75,0.0,0,0.0
1,57,4,71.76,83.3,83.3,0.0,0,0.0
1,58,1,90.53,93.03,93.03,0.0,0,0.0
1,58,2,90.53,86.91,86.91,0.0,0,0.0
1,58,3,90.53,83.4,83.4,0.0,0,0.0
1,58,4,90.53,94.25,94.25,93.03,1,3.72
1,59,1,0.35,2.24,2.24,0.0,0,0.0
1,59,2,0.35,0.0,0.0,0.0,0,0.0
1,59,3,0.35,0.0,0.0,0.0,0,0.0
1,59,4,0.35,16.75,16.75,2.24,1,16.4
1,60,1,55.17,53.92,53.92,0.0,0,0.0
1,60,2,55.17,55.78,55.78,0.0,0,0.0
1,60,3,55.17,73.61,73.61,64.6,1,18.44
1,60,4,55.17,64.6,64.6,0.0,0,0.0
1,61,1,90.39,72.2,72.2,0.0,0,0.0
1,61,2,90.39,85.03,85.03,0.0,0,0.0
1,61,3,90.39,85.48,85.48,0.0,0,0.0
1,61,4,90.39,87.59,87.59,85.48,1,0.0
1,62,1,12.74,5.08,5.08,0.0,0,0.0
1,62,2,12.74,32.74,32.74,18.42,1,20.0
1,62,3,12.74,18.42,18.42,0.0,0,0.0
1,62,4,12.74,0.0,0.0,0.0,0,0.0
1,63,1,89.89,91.77,91.77,0.0,0,0.0
1,63,2,89.89,97.23,97.23,0.0,0,0.0
1,63,3,89.89,103.79,103.79,100.37,1,13.9
1,63,4,89.89,100.37,100.37,0.0,0,0.0
1,64,1,88.41,76.83,76.83,0.0,0,0.0
1,64,2,88.41,96.14,96.14,0.0,0,0.0
1,64,3,88.41,101.43,101.43,0.0,0,0.0
1,64,4,88.41,107.44,107.44,101.43,1,19.03
1,65,1,86.46,104.5,104.5,88.11,1,18.04
1,65,2,86.46,83.74,83.74,0.0,0,0.0
1,65,3,86.46,88.11,88.11,0.0,0,0.0
1,65,4,86.46,84.94,84.94,0.0,0,0.0
1,66,1,73.66,62.24,62.24,0.0,0,0.0
1,66,2,73.66,93.76,93.76,80.1,1,20.1
1,66,3,73.66,80.1,80.1,0.0,0,0.0
1,66,4,73.66,54.74,54.74,0.0,0,0.0
1,67,1,81.07,79.22,79.22,0.0,0,0.0
1,67,2,81.07,98.57,98.57,96.86,1,17.5
1,67,3,81.07,96.86,96.86,0.0,0,0.0
1,67,4,81.07,93.82,93.82,0.0,0,0.0
1,68,1,85.86,89.03,89.03,0.0,0,0.0
1,68,2,85.86,104.0,104.0,89.03,1,18.14
1,68,3,85.86,77.59,77.59,0.0,0,0.0
1,68,4,85.86,87.97,87.97,0.0,0,0.0
1,69,1,79.53,79.84,79.84,0.0,0,0.0
1,69,2,79.53,81.7,81.7,0.0,0,0.0
1,69,3,79.53,82.65,82.65,0.0,0,0.0
1,69,4,79.53,87.89,87.89,82.65,1,8.36
1,70,1,86.44,94.35,94.35,84.76,1,7.91
1,70,2,86.44,84.76,84.76,0.0,0,0.0
1,70,3,86.44,80.07,80.07,0.0,0,0.0
1,70,4,86.44,78.59,78.59,0.0,0,0.0
1,71,1,98.11,75.06,75.06,0.0,0,0.0
1,71,2,98.11,92.78,92.78,0.0,0,0.0
1,71,3,98.11,117.98,117.98,115.7,1,19.87
1,71,4,98.11,115.7,115.7,0.0,0,0.0
1,72,1,17.86,25.5,25.5,0.0,0,0.0
1,72,2,17.86,16.02,16.02,0.0,0,0.0
1,72,3,17.86,26.15,26.15,25.5,1,8.29
1,72,4,17.86,24.58,24.58,0.0,0,0.0
1,73,1,72.85,67.54,67.54,0.0,0,0.0
1,73,2,72.85,85.43,85.43,72.15,1,12.58
1,73,3,72.85,63.02,63.02,0.0,0,0.0
1,73,4,72.85,72.15,72.15,0.0,0,0.0
1,74,1,57.66,57.19,57.19,0.0,0,0.0
1,74,2,57.66,73.36,73.36,0.0,0,0.0
1,74,3,57.66,80.45,80.45,73.36,1,22.79
1,74,4,57.66,57.9,57.9,0.0,0,0.0
1,75,1,53.85,50.7,50.7,49.29,1,0.0
1,75,2,53.85,37.69,37.69,0.0,0,0.0
1,75,3,53.85,49.29,49.29,0.0,0,0.0
1,75,4,53.85,45.49,45.49,0.0,0,0.0
1,76,1,7.0,2.4,2.4,0.0,0,0.0
1,76,2,7.0,0.0,0.0,0.0,0,0.0
1,76,3,7.0,0.0,0.0,0.0,0,0.0
1,76,4,7.0,24.86,24.86,2.4,1,17.86
1,77,1,71.98,69.3,69.3,0.0,0,0.0
1,77,2,71.98,80.15,80.15,77.5,1,8.17
1,77,3,71.98,63.46,63.46,0.0,0,0.0
1,77,4,71.98,77.5,77.5,0.0,0,0.0
1,78,1,29.57,36.84,36.84,0.0,0,0.0
1,78,2,29.57,37.06,37.06,0.0,0,0.0
1,78,3,29.57,43.56,43.56,37.06,1,13.99
1,78,4,29.57,24.06,24.06,0.0,0,0.0
1,79,1,90.28,83.95,83.95,0.0,0,0.0
1,79,2,90.28,84.66,84.66,0.0,0,0.0
1,79,3,90.28,90.01,90.01,0.0,0,0.0
1,79,4,90.28,90.2,90.2,90.01,1,0.0
1,80,1,28.69,16.78,16.78,0.0,0,0.0
1,80,2,28.69,34.31,34.31,22.39,1,5.62
1,80,3,28.69,22.39,22.39,0.0,0,0.0
1,80,4,28.69,19.45,19.45,0.0,0,0.0
1,81,1,44.22,46.78,46.78,0.0,0,0.0
1,81,2,44.22,55.24,55.24,0.0,0,0.0
1,81,3,44.22,58.72,58.72,55.24,1,14.5
1,81,4,44.22,33.84,33.84,0.0,0,0.0
1,82,1,16.97,27.34,27.34,23.08,1,10.37
1,82,2,16.97,23.08,23.08,0.0,0,0.0
1,82,3,16.97,10.91,10.91,0.0,0,0.0
1,82,4,16.97,10.27,10.27,0.0,0,0.0
1,83,1,81.84,81.95,81.95,0.0,0,0.0
1,83,2,81.84,66.9,66.9,0.0,0,0.0
1,83,3,81.84,82.9,82.9,0.0,0,0.0
1,83,4,81.84,88.42,88.42,82.9,1,6.58
1,84,1,2.44,2.81,2.81,0.0,0,0.0
1,84,2,2.44,13.79,13.79,4.72,1,11.35
1,84,3,2.44,4.72,4.72,0.0,0,0.0
1,84,4,2.44,0.0,0.0,0.0,0,0.0
1,85,1,41.44,36.94,36.94,0.0,0,0.0
1,85,2,41.44,36.66,36.66,0.0,0,0.0
1,85,3,41.44,37.58,37.58,36.94,1,0.0
1,85,4,41.44,30.42,30.42,0.0,0,0.0
1,86,1,24.4,23.81,23.81,0.0,0,0.0
1,86,2,24.4,23.52,23.52,0.0,0,0.0
1,86,3,24.4,24.5,24.5,23.81,1,0.1
1,86,4,24.4,7.25,7.25,0.0,0,0.0
1,87,1,10.66,5.11,5.11,0.0,0,0.0
1,87,2,10.66,13.48,13.48,0.0,0,0.0
1,87,3,10.66,22.32,22.32,13.48,1,11.66
1,87,4,10.66,7.51,7.51,0.0,0,0.0
1,88,1,5.02,5.12,5.12,0.0,0,0.0
1,88,2,5.02,24.44,24.44,9.88,1,19.42
1,88,3,5.02,0.0,0.0,0.0,0,0.0
1,88,4,5.02,9.88,9.88,0.0,0,0.0
1,89,1,66.76,80.17,80.17,0.0,0,0.0
1,89,2,66.76,65.74,65.74,0.0,0,0.0
1,89,3,66.76,86.8,86.8,80.17,1,20.04
1,89,4,66.76,60.25,60.25,0.0,0,0.0
1,90,1,61.27,58.99,58.99,0.0,0,0.0
1,90,2,61.27,49.63,49.63,0.0,0,0.0
1,90,3,61.27,67.37,67.37,58.99,1,6.1
1,90,4,61.27,50.25,50.25,0.0,0,0.0
1,91,1,89.72,89.27,89.27,0.0,0,0.0
1,91,2,89.72,78.38,78.38,0.0,0,0.0
1,91,3,89.72,89.29,89.29,0.0,0,0.0
1,91,4,89.72,97.24,97.24,89.29,1,7.52
1,92,1,63.77,64.97,64.97,58.16,1,1.2
1,92,2,63.77,51.69,51.69,0.0,0,0.0
1,92,3,63.77,58.16,58.16,0.0,0,0.0
1,92,4,63.77,58.04,58.04,0.0,0,0.0
1,93,1,7.75,5.98,5.98,0.0,0,0.0
1,93,2,7.75,15.51,15.51,0.0,0,0.0
1,93,3,7.75,2.46,2.46,0.0,0,0.0
1,93,4,7.75,19.04,19.04,15.51,1,11.29
1,94,1,13.84,15.65,15.65,0.0,0,0.0
1,94,2,13.84,29.12,29.12,15.65,1,15.28
1,94,3,13.84,12.85,12.85,0.0,0,0.0
1,94,4,13.84,10.33,10.33,0.0,0,0.0
1,95,1,40.76,30.76,30.76,0.0,0,0.0
1,95,2,40.76,38.02,38.02,0.0,0,0.0
1,95,3,40.76,43.56,43.56,0.0,0,0.0
1,95,4,40.76,50.82,50.82,43.56,1,10.06
1,96,1,90.48,77.16,77.16,0.0,0,0.0
1,96,2,90.48,82.71,82.71,0.0,0,0.0
1,96,3,90.48,101.07,101.07,82.71,1,10.59
1,96,4,90.48,77.14,77.14,0.0,0,0.0
1,97,1,38.04,47.34,47.34,38.47,1,9.3
1,97,2,38.04,38.38,38.38,0.0,0,0.0
1,97,3,38.04,38.47,38.47,0.0,0,0.0
1,97,4,38.04,18.44,18.44,0.0,0,0.0
1,98,1,95.34,80.85,80.85,0.0,0,0.0
1,98,2,95.34,103.43,103.43,91.46,1,8.09
1,98,3,95.34,82.31,82.31,0.0,0,0.0
1,98,4,95.34,91.46,91.46,0.0,0,0.0
1,99,1,22.05,24.1,24.1,0.0,0,0.0
1,99,2,22.05,32.56,32.56,30.96,1,10.51
1,99,3,22.05,30.96,30.96,0.0,0,0.0
1,99,4,22.05,23.7,23.7,0.0,0,0.0
1,100,1,67.91,62.96,62.96,0.0,0,0.0
1,100,2,67.91,71.31,71.31,68.98,1,3.4
1,100,3,67.91,62.8,62.8,0.0,0,0.0
1,100,4,67.91,68.98,68.98,0.0,0,0.0
2,1,1,62.23,91.82,91.82,67.29,1,29.59
2,1,2,62.23,67.29,67.29,0.0,0,0.0
2,1,3,62.23,55.76,55.76,0.0,0,0.0
2,1,4,62.23,59.46,59.46,0.0,0,0.0
2,2,1,64.27,86.25,86.25,0.0,0,0.0
2,2,2,64.27,89.42,89.42,0.0,0,0.0
2,2,3,64.27,92.11,92.11,89.42,1,27.84
2,2,4,64.27,73.38,73.38,0.0,0,0.0
2,3,1,21.17,0.0,0.0,0.0,0,0.0
2,3,2,21.17,66.14,66.14,55.66,1,44.97
2,3,3,21.17,0.0,0.0,0.0,0,0.0
2,3,4,21.17,55.66,55.66,0.0,0,0.0
2,4,1,83.19,83.02,83.02,0.0,0,0.0
2,4,2,83.19,95.59,95.59,0.0,0,0.0
2,4,3,83.19,120.27,120.27,95.59,1,37.08
2,4,4,83.19,87.73,87.73,0.0,0,0.0
2,5,1,99.99,74.44,74.44,0.0,0,0.0
2,5,2,99.99,135.17,135.17,108.49,1,35.18
2,5,3,99.99,108.49,108.49,0.0,0,0.0
2,5,4,99.99,57.25,57.25,0.0,0,0.0
2,6,1,75.42,94.43,94.43,92.53,1,19.01
2,6,2,75.42,69.19,69.19,0.0,0,0.0
2,6,3,75.42,92.53,92.53,0.0,0,0.0
2,6,4,75.42,77.63,77.63,0.0,0,0.0
2,7,1,12.62,0.0,0.0,0.0,0,0.0
2,7,2,12.62,0.0,0.0,0.0,0,0.0
2,7,3,12.62,21.92,21.92,0.0,0,0.0
2,7,4,12.62,58.2,58.2,21.92,1,45.58
2,8,1,76.69,96.95,96.95,0.0,0,0.0
2,8,2,76.69,112.35,112.35,96.95,1,35.66
2,8,3,76.69,76.5,76.5,0.0,0,0.0
2,8,4,76.69,61.89,61.89,0.0,0,0.0
2,9,1,81.93,95.93,95.93,0.0,0,0.0
2,9,2,81.93,78.78,78.78,0.0,0,0.0
2,9,3,81.93,107.54,107.54,95.93,1,25.61
2,9,4,81.93,86.1,86.1,0.0,0,0.0
2,10,1,67.73,96.86,96.86,65.13,1,29.13
2,10,2,67.73,59.9,59.9,0.0,0,0.0
2,10,3,67.73,65.13,65.13,0.0,0,0.0
2,10,4,67.73,56.09,56.09,0.0,0,0.0
2,11,1,69.06,59.37,59.37,0.0,0,0.0
2,11,2,69.06,59.09,59.09,0.0,0,0.0
2,11,3,69.06,77.29,77.29,59.37,1,8.23
2,11,4,69.06,11.18,11.18,0.0,0,0.0
2,12,1,60.04,122.47,122.47,119.45,1,62.43
2,12,2,60.04,119.45,119.45,0.0,0,0.0
2,12,3,60.04,65.68,65.68,0.0,0,0.0
2,12,4,60.04,32.91,32.91,0.0,0,0.0
2,13,1,42.84,18.36,18.36,0.0,0,0.0
2,13,2,42.84,68.72,68.72,0.0,0,0.0
2,13,3,42.84,11.17,11.17,0.0,0,0.0
2,13,4,42.84,91.9,91.9,68.72,1,49.06
2,14,1,82.23,142.4,142.4,129.23,1,60.17
2,14,2,82.23,129.23,129.23,0.0,0,0.0
2,14,3,82.23,45.12,45.12,0.0,0,0.0
2,14,4,82.23,39.82,39.82,0.0,0,0.0
2,15,1,70.73,25.88,25.88,0.0,0,0.0
2,15,2,70.73,89.98,89.98,0.0,0,0.0
2,15,3,70.73,93.98,93.98,89.98,1,23.25
2,15,4,70.73,65.61,65.61,0.0,0,0.0
2,16,1,80.82,47.32,47.32,0.0,0,0.0
2,16,2,80.82,72.63,72.63,0.0,0,0.0
2,16,3,80.82,36.13,36.13,0.0,0,0.0
2,16,4,80.82,99.97,99.97,72.63,1,19.15
2,17,1,26.84,60.57,60.57,0.0,0,0.0
2,17,2,26.84,0.0,0.0,0.0,0,0.0
2,17,3,26.84,79.85,79.85,60.57,1,53.01
2,17,4,26.84,58.94,58.94,0.0,0,0.0
2,18,1,24.39,0.0,0.0,0.0,0,0.0
2,18,2,24.39,33.44,33.44,29.38,1,9.05
2,18,3,24.39,19.14,19.14,0.0,0,0.0
2,18,4,24.39,29.38,29.38,0.0,0,0.0
2,19,1,85.1,93.7,93.7,0.0,0,0.0
2,19,2,85.1,103.94,103.94,93.7,1,18.84
2,19,3,85.1,93.2,93.2,0.0,0,0.0
2,19,4,85.1,58.96,58.96,0.0,0,0.0
2,20,1,88.03,80.75,80.75,0.0,0,0.0
2,20,2,88.03,65.03,65.03,0.0,0,0.0
2,20,3,88.03,160.85,160.85,92.68,1,72.82
2,20,4,88.03,92.68,92.68,0.0,0,0.0
2,21,1,8.56,2.07,2.07,0.0,0,0.0
2,21,2,8.56,0.0,0.0,0.0,0,0.0
2,21,3,8.56,10.92,10.92,2.07,1,2.36
2,21,4,8.56,0.0,0.0,0.0,0,0.0
2,22,1,64.59,11.44,11.44,0.0,0,0.0
2,22,2,64.59,67.66,67.66,0.0,0,0.0
2,22,3,64.59,82.3,82.3,76.31,1,17.71
2,22,4,64.59,76.31,76.31,0.0,0,0.0
2,23,1,69.18,55.48,55.48,0.0,0,0.0
2,23,2,69.18,106.34,106.34,75.35,1,37.16
2,23,3,69.18,32.79,32.79,0.0,0,0.0
2,23,4,69.18,75.35,75.35,0.0,0,0.0
2,24,1,42.55,41.86,41.86,35.59,1,0.0
2,24,2,42.55,15.67,15.67,0.0,0,0.0
2,24,3,42.55,35.59,35.59,0.0,0,0.0
2,24,4,42.55,19.74,19.74,0.0,0,0.0
2,25,1,25.14,39.39,39.39,0.0,0,0.0
